system:index,UF,UF_codigo_gaul,camargo_completo,cm_hidrico,cm_hidrico_codigo,cm_letra_seca,cm_termico,cm_termico_codigo,def_anual_mm,excedente_anual_mm,latitude,longitude,municipio,municipio_codigo_gaul,temp_anual_c,temp_mes_mais_frio_c,.geo
00000000000000001c1e_0,Paraiba,679,ST-SEp,SE,3,p,ST,6,582.4933333396912,51.83333259820938,-7.119148626647208,-35.91015348267787,Montadas,8987,21.559305,19.01,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c1f_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,720.3866639137268,94.16666700318456,-7.20898015505916,-38.515267806624486,Monte Horebe,8988,23.612917,21.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c20_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,816.5133190155029,64.50000086426735,-7.927632382354777,-37.07796335203325,Monteiro,8989,22.887222,20.595,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c21_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,519.9733366966248,123.10000056028366,-6.984401334029279,-35.416080076412136,Mulungu,8990,25.155695,23.106667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c22_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,593.5600061416626,67.56666702032089,-7.523390504500992,-35.55082736903006,Natuba,8991,23.258194,21.145,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c23_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,827.1866660118103,119.83333291485906,-6.939485569823304,-38.33560474980058,Nazarezinho,8992,26.209028,24.375,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c24_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,800.9100036621094,43.19999986886978,-6.490327927763542,-36.179648067913725,Nova Floresta,8993,22.441805,20.463333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c25_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,768.4199962615967,99.39999934285879,-7.478474740295016,-37.97627863615277,Nova Olinda,8994,24.822916,22.18,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c26_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,1017.5333366394043,27.066667079925537,-6.6699909845874465,-36.449142653149586,Nova Palmeira,8995,23.52736,21.66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c27_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,772.8700008392334,156.3666665777564,-7.253895919265136,-37.75169981512289,Olho D'agua,8996,25.4525,22.991667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c28_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,898.6133346557617,23.000000074505806,-6.984401334029279,-36.26947959632568,Olivedos,8997,22.192083,19.918333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c29_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,807.4633274078369,93.6999985948205,-7.613222032912945,-37.122879116239226,Ouro Velho,8998,22.48986,20.003334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c2a_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,937.1600036621094,24.400000147521496,-7.343727447677088,-36.673721474179466,Parari,8999,23.043612,20.666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c2b_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,963.3233318328857,40.93333314359188,-7.119148626647208,-37.03304758782727,Passagem,9000,24.271528,22.289999,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c2c_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,979.329999923706,73.43333433568478,-6.984401334029279,-37.30254217306313,Patos,9001,26.579721,25.098333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c2d_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,1047.0866813659668,50.99999991059303,-6.625075220381471,-37.61695252250496,Paulista,9002,26.780556,25.006666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c2e_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,768.6800031661987,100.33333321660757,-7.43355897608904,-38.06611016456472,Pedra Branca,9003,25.294306,22.72,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c2f_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,963.1266536712646,24.766666680574417,-6.759822512999399,-36.404226888943604,Pedra Lavrada,9004,22.847778,20.833334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c30_0,Paraiba,679,TR-MOp,MO,4,p,TR,7,408.04999804496765,300.433332324028,-7.343727447677088,-35.1016697269703,Pedras De Fogo,9005,24.37764,22.406666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c31_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,546.5433256626129,150.8333312869072,-6.6699909845874465,-35.281332783794205,Pedro Regio,9006,25.302917,23.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c32_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,753.7400045394897,137.3333327397704,-7.20898015505916,-37.931362871946796,Pianco,9007,25.708889,23.253334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c33_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,926.7133293151855,37.966667085886,-6.490327927763542,-36.314395360531655,Picui,9008,23.212778,21.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c34_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,569.3599934577942,86.36666774749756,-7.253895919265136,-35.281332783794205,Pilar,9009,25.109861,23.125,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c35_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,416.30000162124634,173.56666505336761,-6.894569805617327,-35.59574313323604,Piloes,9010,22.881945,20.678333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c36_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,423.67333030700684,179.2333334684372,-6.849654041411351,-35.55082736903006,Piloezinhos,9011,23.103195,20.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c37_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,544.1266646385193,119.63333159685135,-6.8047382772053755,-35.505911604824085,Pirpirituba,9012,24.339167,22.238333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c38_0,Paraiba,679,TR-MOp,MO,4,p,TR,7,332.6166639626026,588.4333300590515,-7.43355897608904,-34.832175141734446,Pitimbu,9013,25.174862,23.421667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c39_0,Paraiba,679,ST-SEp,SE,3,p,ST,6,874.2433376312256,22.466666594147682,-7.074232862441232,-36.089816539501776,Pocinhos,9014,21.803612,19.403334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c3a_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,846.6000080108643,165.13333521783352,-6.40049639935159,-38.515267806624486,Poco Dantas,9015,24.644861,22.983334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c3b_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,937.2966747283936,111.63333502411842,-6.580159456175495,-38.515267806624486,Poco De Jose De Moura,9016,26.312222,24.588333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c3c_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,946.5699987411499,69.00000075995922,-6.759822512999399,-37.84153134353484,Pombal,9017,26.784306,24.921667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c3d_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,806.689998626709,93.80000092089176,-7.7030535613248965,-37.07796335203325,Prata,9018,22.745,20.323334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c3e_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,706.1066608428955,85.63333245366812,-7.65813779711892,-38.021194400358745,Princesa Isabel,9019,22.911667,20.173334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c3f_0,Paraiba,679,ST-SEp,SE,3,p,ST,6,635.516674041748,40.26666679978371,-7.164064390853183,-35.955069246883845,Puxinana,9020,21.409166,18.873333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c40_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,823.2733306884766,27.633333280682564,-7.43355897608904,-35.91015348267787,Queimadas,9021,23.356527,20.955,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c41_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,973.3833351135254,53.93333264812827,-7.029317098235255,-37.122879116239226,Quixaba,9022,25.640278,23.938334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c42_0,Paraiba,679,ST-SEp,SE,3,p,ST,6,522.2233295440674,73.59999966621399,-6.939485569823304,-35.82032195426592,Remigio,9023,21.884722,19.418333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c43_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,851.5399932861328,28.933333322405815,-6.5352436919695185,-35.640658897442016,Riachao,9024,24.638056,22.52,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c44_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,524.6733312606812,110.06666648387909,-7.164064390853183,-35.281332783794205,Riachao Do Poco,9025,25.133888,23.135,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c45_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,951.5433349609375,19.700000129640102,-7.65813779711892,-36.13473230370775,Riacho De Santo Antonio,9026,22.88236,20.575,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c46_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,942.6700048446655,83.13333177939057,-6.490327927763542,-37.61695252250496,Riacho Dos Cavalos,9027,26.709167,24.986668,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c47_0,Paraiba,679,TR-MOp,MO,4,p,TR,7,408.67666387557983,385.10000908374786,-6.8047382772053755,-35.01183819855835,Rio Tinto,9028,25.774723,23.951666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c48_0,Paraiba,679,ST-SEp,SE,3,p,ST,6,853.7333354949951,29.733333721756935,-7.074232862441232,-36.85338453100337,Salgadinho,9029,21.984861,19.78,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c49_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,663.3566741943359,58.43333250284195,-7.388643211883064,-35.46099584061811,Salgado De Sao Felix,9030,24.682638,22.496666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c4a_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,872.5733308792114,25.066666588187218,-7.7030535613248965,-35.955069246883845,Santa Cecilia,9031,23.544027,21.301666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c4b_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,846.9500074386597,90.20000023394823,-6.5352436919695185,-38.06611016456472,Santa Cruz,9032,25.84764,24.163334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c4c_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,903.126672744751,111.29999767616391,-6.714906748793423,-38.605099335036435,Santa Helena,9033,26.413055,24.66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c4d_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,789.2366590499878,66.03333481028676,-7.65813779711892,-38.605099335036435,Santa Ines,9034,24.093332,21.506666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c4e_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,1026.4066562652588,42.89999928325415,-6.894569805617327,-36.898300295209346,Santa Luzia,9035,25.560833,23.701666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c4f_0,Paraiba,679,TR-MOp,MO,4,p,TR,7,386.40666115283966,369.63333880901337,-7.074232862441232,-35.01183819855835,Santa Rita,9036,25.197779,23.373333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c50_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,891.476655960083,108.59999748691916,-7.074232862441232,-37.437289465681054,Santa Teresinha,9037,25.810694,23.926666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c51_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,775.2033281326294,79.69999958947301,-7.613222032912945,-38.33560474980058,Santana De Mangueira,9038,24.413889,21.795,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c52_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,807.0466585159302,87.7333335801959,-7.388643211883064,-37.97627863615277,Santana Dos Garrotes,9039,25.247223,22.673332,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c53_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,920.9099807739258,120.20000035315752,-6.490327927763542,-38.470352042418504,Santarem,9040,25.782639,24.086666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c54_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,947.2766723632812,22.13333373516798,-7.253895919265136,-36.62880570997349,Santo Andre,9041,23.158333,20.781666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c55_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,957.3400049209595,90.53333398327231,-6.445412163557567,-37.482205229887036,Sao Bento,9042,26.832083,25.091667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c56_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,903.0733366012573,92.06666686758399,-6.894569805617327,-37.706784050916916,Sao Bento De Pombal,9043,26.256945,24.358334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c57_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,914.6499824523926,73.09999930113554,-6.8047382772053755,-37.931362871946796,Sao Domingos De Pombal,9044,26.72125,24.871666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c58_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,962.9800033569336,19.60000028088689,-7.568306268706968,-36.404226888943604,Sao Domingos Do Cariri,9045,22.797916,20.378334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c59_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,846.7399959564209,86.6333317682147,-6.625075220381471,-38.021194400358745,Sao Francisco,9046,25.76639,24.031666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c5a_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,959.0300102233887,19.566666286438704,-7.478474740295016,-36.49405841735556,Sao Joao Do Cariri,9047,22.615973,20.215,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c5b_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,909.9600086212158,110.23333268240094,-6.714906748793423,-38.42543627821253,Sao Joao Do Rio Do Peixe,9048,26.788195,25.02,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c5c_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,880.9666595458984,51.633332654833794,-8.107295439178682,-36.80846876679739,Sao Joao Do Tigre,9049,22.665695,20.348333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c5d_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,849.7533369064331,91.59999977424741,-6.939485569823304,-38.1110259287707,Sao Jose Da Lagoa Tapada,9050,26.319584,24.428333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c5e_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,762.4000034332275,82.39999955147505,-7.253895919265136,-38.33560474980058,Sao Jose De Caiana,9051,23.244722,20.916666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c5f_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,975.3433227539062,80.73333545774221,-6.8047382772053755,-37.39237370147508,Sao Jose De Espinharas,9052,26.623611,24.903334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c60_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,780.1666722297668,119.63333343341947,-7.119148626647208,-38.470352042418504,Sao Jose De Piranhas,9053,25.749445,23.73,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c61_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,645.3233261108398,97.6999990195036,-7.7030535613248965,-38.1110259287707,Sao Jose De Princesa,9054,22.012222,19.356667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c62_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,942.4900054931641,87.53333296999335,-7.164064390853183,-37.30254217306313,Sao Jose Do Bonfim,9055,25.861666,24.031666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c63_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,1002.796667098999,79.60000060126185,-6.220833342527686,-37.347457937269105,Sao Jose Do Brejo Do Cruz,9056,26.819305,25.093334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c64_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,1018.9499950408936,37.73333330452442,-6.8047382772053755,-36.80846876679739,Sao Jose Do Sabugi,9057,24.634167,22.74,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c65_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,859.5533313751221,49.23333406448364,-7.43355897608904,-36.85338453100337,Sao Jose Dos Cordeiros,9058,22.45,20.081667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c66_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,586.0299987792969,72.29999959468842,-7.253895919265136,-35.371164312206155,Sao Jose Dos Ramos,9059,24.807777,22.721666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c67_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,995.5866641998291,57.86666672676802,-6.939485569823304,-37.07796335203325,Sao Mamede,9060,26.077084,24.398333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c68_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,493.20333671569824,146.53333282470703,-7.20898015505916,-35.191501255382256,Sao Miguel De Taipu,9061,25.123194,23.143333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c69_0,Paraiba,679,ST-SEp,SE,3,p,ST,6,485.35666608810425,96.46666550636292,-7.074232862441232,-35.82032195426592,Sao Sebastiao De Lagoa De Roca,9062,21.55889,19.093334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c6a_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,870.743335723877,49.36666730046272,-8.152211203384658,-37.03304758782727,Sao Sebastiao Do Umbuzeiro,9063,22.684166,20.363333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c6b_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,499.9633355140686,166.3333340883255,-7.074232862441232,-35.191501255382256,Sape,9064,25.182362,23.253334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c6c_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,964.8133277893066,21.499999910593033,-6.894569805617327,-36.449142653149586,Serido,9065,22.699722,20.59,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c6d_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,881.9700012207031,37.533333122730255,-7.523390504500992,-36.71863723838544,Serra Branca,9066,22.717638,20.333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c6e_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,538.559995174408,121.93333154916763,-6.714906748793423,-35.46099584061811,Serra Da Raiz,9067,23.996666,21.875,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c6f_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,761.2433280944824,85.46666719019413,-7.20898015505916,-38.380520514006555,Serra Grande,9068,23.388472,21.145,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c70_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,527.5300068855286,89.46666747331619,-7.164064390853183,-35.68557466164799,Serra Redonda,9069,22.887083,20.571667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c71_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,412.3666617870331,162.89999842643738,-6.849654041411351,-35.640658897442016,Serraria,9070,22.545555,20.285,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c72_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,556.4799914360046,119.6000012755394,-6.759822512999399,-35.416080076412136,Sertaozinho,9071,24.920555,22.866667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c73_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,502.69666147232056,129.400000333786,-7.164064390853183,-35.23641701958823,Sobrado,9072,25.224583,23.261667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c74_0,Paraiba,679,ST-SEp,SE,3,p,ST,6,460.8466591835022,123.43333435058594,-6.759822512999399,-35.68557466164799,Solanea,9073,21.890694,19.56,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c75_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,937.1366596221924,20.866666365414858,-7.119148626647208,-36.35931112473763,Soledade,9074,22.611944,20.306667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c76_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,917.2666683197021,26.966666519641876,-6.714906748793423,-36.224563832119706,Sossego,9075,22.68861,20.6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c77_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,901.9099941253662,90.700000513345,-6.714906748793423,-38.20085745718265,Sousa,9076,26.681528,24.876667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c78_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,848.6533336639404,70.66666728258133,-7.65813779711892,-36.898300295209346,Sume,9077,22.94,20.571667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c79_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,798.206657409668,33.93333338201046,-6.5352436919695185,-35.505911604824085,Tacima,9078,25.177778,23.026667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c7a_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,903.4466724395752,31.999999795109034,-7.20898015505916,-36.85338453100337,Taperoa,9079,23.01,20.681667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c7b_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,693.9633312225342,93.96666799485683,-7.613222032912945,-37.88644710774082,Tavares,9080,22.564028,19.823334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c7c_0,Paraiba,679,ST-SEp,SE,3,p,ST,6,734.1133375167847,87.16666512191296,-7.253895919265136,-37.257626408857156,Teixeira,9081,21.327639,18.841667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c7d_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,912.5700054168701,22.600000504404306,-6.984401334029279,-36.62880570997349,Tenorio,9082,22.490139,20.321667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c7e_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,924.1666631698608,115.43333466351032,-6.580159456175495,-38.56018357083046,Triunfo,9083,26.125,24.398333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c7f_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,915.9799947738647,106.40000175312161,-6.490327927763542,-38.380520514006555,Uirauna,9084,25.874445,24.185,"{""type"":""MultiPoint"",""coordinates"":[]}"
