system:index,UF,UF_codigo_gaul,camargo_completo,cm_hidrico,cm_hidrico_codigo,cm_letra_seca,cm_termico,cm_termico_codigo,def_anual_mm,excedente_anual_mm,latitude,longitude,municipio,municipio_codigo_gaul,temp_anual_c,temp_mes_mais_frio_c,.geo
00000000000000001ebd_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,864.8666591644287,143.30000145733356,-6.355580635145614,-38.42543627821253,Luis Gomes,10060,25.296944,23.725,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ebe_0,Rio Grande Do Norte,684,TR-MOp,MO,4,p,TR,7,547.7566680908203,216.3666661977768,-5.906422993085854,-35.416080076412136,Macaiba,10061,25.609861,23.861668,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ebf_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,1044.5333366394043,65.26666529476643,-5.187770765790236,-36.49405841735556,Macau,10062,26.695694,24.871666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ec0_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,841.4099922180176,133.73333287984133,-6.40049639935159,-38.33560474980058,Major Sales,10063,25.176945,23.548334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ec1_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,890.5366678237915,98.79999981448054,-6.310664870939639,-38.155941692976675,Marcelino Vieira,10064,26.522223,24.943333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ec2_0,Rio Grande Do Norte,684,TR-MOp,MO,4,p,TR,7,626.1900043487549,229.40000000596046,-6.086086049909758,-37.931362871946796,Martins,10065,23.531666,22.01,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ec3_0,Rio Grande Do Norte,684,TR-MOp,MO,4,p,TR,7,624.8066725730896,220.53334021568298,-5.457265351026093,-35.371164312206155,Maxaranguape,10066,25.963194,24.408333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ec4_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,938.819993019104,86.50000140815973,-6.086086049909758,-37.482205229887036,Messias Targino,10067,26.597221,24.933334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ec5_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,552.4266600608826,139.8999986052513,-6.490327927763542,-35.281332783794205,Montanhas,10068,25.634722,23.505,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ec6_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,595.0466616153717,135.93333232402802,-6.086086049909758,-35.416080076412136,Monte Alegre,10069,25.57625,23.583334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ec7_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,903.7899971008301,25.299999851733446,-6.445412163557567,-35.82032195426592,Monte Das Gameleiras,10070,23.584167,21.536667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ec8_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,1050.043327331543,114.59999917447567,-5.187770765790236,-37.347457937269105,Mossoro,10071,28.0075,27.128334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ec9_0,Rio Grande Do Norte,684,TR-MOp,MO,4,p,TR,7,466.75666081905365,375.9000052809715,-5.816591464673902,-35.23641701958823,Natal,10072,25.87486,24.328333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001eca_0,Rio Grande Do Norte,684,TR-MOp,MO,4,p,TR,7,470.98000305891037,340.5000048279762,-6.041170285703782,-35.191501255382256,Nisia Floresta,10073,25.67125,23.871666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ecb_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,673.0766716003418,56.60000029206276,-6.445412163557567,-35.416080076412136,Nova Cruz,10074,25.510695,23.316668,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ecc_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,936.1366519927979,74.46666738390923,-5.996254521497805,-37.706784050916916,Olho-d'agua Do Borges,10075,26.71861,25.188334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ecd_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,1051.1466732025146,68.96666613221169,-6.6699909845874465,-36.898300295209346,Ouro Branco,10076,26.45389,24.608334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ece_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,901.5566701889038,101.53333511203527,-6.445412163557567,-38.2906889855946,Parana,10077,26.14889,24.515,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ecf_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,1017.4333448410034,120.93333357572556,-5.7716757004679256,-37.122879116239226,Parau,10078,27.436527,25.738333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ed0_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,1023.4166507720947,26.133333042263985,-5.277602294202189,-35.955069246883845,Parazinho,10079,25.567917,23.741667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ed1_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,1052.959997177124,34.50000014156103,-6.714906748793423,-36.62880570997349,Parelhas,10080,24.62861,22.825,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ed2_0,Rio Grande Do Norte,684,TR-MOp,MO,4,p,TR,7,484.9433280825615,369.400006711483,-5.906422993085854,-35.23641701958823,Parnamirim,10081,25.834862,24.141666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ed3_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,873.2999877929688,28.99999962747097,-6.445412163557567,-35.59574313323604,Passa E Fica,10082,24.835138,22.715,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ed4_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,639.5133266448975,97.6333329230547,-6.265749106733662,-35.416080076412136,Passagem,10083,25.519583,23.381666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ed5_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,875.5366630554199,102.2666658014059,-6.086086049909758,-37.61695252250496,Patu,10084,26.195833,24.625,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ed6_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,918.2266817092896,90.03333345428109,-6.131001814115734,-38.155941692976675,Pau Dos Ferros,10085,26.752916,25.291666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ed7_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,946.5066776275635,38.9666668176651,-5.142855001584261,-35.865237718471896,Pedra Grande,10086,26.045834,24.226667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ed8_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,1009.9500026702881,29.66666655242443,-5.547096879438045,-36.089816539501776,Pedra Preta,10087,25.080694,23.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ed9_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,1058.3633213043213,36.36666680499911,-5.457265351026093,-36.314395360531655,Pedro Avelino,10088,25.797777,23.905,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001eda_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,545.5199961662292,187.39999848604202,-6.445412163557567,-35.23641701958823,Pedro Velho,10089,25.773472,23.683332,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001edb_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,1073.9466857910156,65.19999994337559,-5.277602294202189,-36.62880570997349,Pendencias,10090,27.013195,25.245,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001edc_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,885.0200004577637,82.03333467617631,-6.265749106733662,-38.021194400358745,Piloes,10091,26.42639,24.825,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001edd_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,677.2166719436646,127.76666575670242,-5.592012643644021,-35.68557466164799,Poco Branco,10092,25.344584,23.516666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ede_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,658.6566705703735,185.56667013466358,-6.041170285703782,-38.021194400358745,Portalegre,10093,23.970833,22.543333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001edf_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,1086.7699880599976,76.1666663736105,-5.097939237378284,-36.85338453100337,Porto Do Mangue,10094,27.098333,25.578333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ee0_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,904.9200038909912,25.999999660998583,-6.131001814115734,-35.730490425853965,Presidente Juscelino,10095,25.03014,22.993334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ee1_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,742.3766670227051,87.30000007152557,-5.412349586820117,-35.59574313323604,Pureza,10096,25.228195,23.51,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ee2_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,907.9166574478149,102.46666867658496,-6.220833342527686,-38.20085745718265,Rafael Fernandes,10097,26.671389,25.145,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ee3_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,870.916669845581,96.2000018209219,-6.086086049909758,-37.75169981512289,Rafael Godeiro,10098,26.425138,24.901667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ee4_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,972.6666717529297,61.93333288282156,-5.906422993085854,-37.97627863615277,Riacho Da Cruz,10099,27.078056,25.658333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ee5_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,874.1433277130127,131.2999979481101,-6.265749106733662,-38.33560474980058,Riacho De Santana,10100,25.876112,24.358334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ee6_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,836.5900135040283,42.96666642278433,-5.816591464673902,-35.865237718471896,Riachuelo,10101,25.12889,23.171667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ee7_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,657.5866639614105,185.7666671872139,-5.3674338226141405,-35.416080076412136,Rio Do Fogo,10102,26.096249,24.456667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ee8_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,967.2033281326294,63.89999993890524,-5.861507228879877,-38.06611016456472,Rodolfo Fernandes,10103,26.915972,25.531666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ee9_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,864.9799976348877,41.73333336412907,-5.861507228879877,-35.955069246883845,Ruy Barbosa,10104,24.35861,22.395,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001eea_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,945.8766651153564,25.90000043064356,-6.265749106733662,-35.99998501108982,Santa Cruz,10105,24.609861,22.6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001eeb_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,722.1700029373169,77.5666669011116,-5.7716757004679256,-35.730490425853965,Santa Maria,10106,25.299583,23.375,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001eec_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,1105.4933433532715,75.1000018529594,-5.906422993085854,-36.62880570997349,Santana Do Matos,10107,26.834583,25.13,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001eed_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,1050.3733501434326,59.0333337187767,-6.714906748793423,-36.763553002591415,Santana Do Serido,10108,25.908472,24.068333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001eee_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,821.9933195114136,32.56666672974825,-6.355580635145614,-35.505911604824085,Santo Antonio,10109,25.270695,23.106667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001eef_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,1019.1699810028076,37.76666687428951,-5.187770765790236,-36.089816539501776,Sao Bento Do Norte,10110,26.13236,24.315,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ef0_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,972.8700160980225,25.033333398401737,-6.355580635145614,-36.0449007752958,Sao Bento Do Trairi,10111,24.704445,22.766666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ef1_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,1029.8166465759277,83.30000016465783,-6.310664870939639,-37.1677948804452,Sao Fernando,10112,27.057638,25.31,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ef2_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,921.7133302688599,83.56666664034128,-5.996254521497805,-38.155941692976675,Sao Francisco Do Oeste,10113,26.824722,25.438334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ef3_0,Rio Grande Do Norte,684,TR-MOp,MO,4,p,TR,7,510.73333132267,281.4333302974701,-5.7716757004679256,-35.371164312206155,Sao Goncalo Do Amarante,10114,25.599722,24.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ef4_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,976.4799995422363,98.69999951124191,-6.6699909845874465,-37.212710644651175,Sao Joao Do Sabugi,10115,26.721945,24.968334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ef5_0,Rio Grande Do Norte,684,TR-MOp,MO,4,p,TR,7,509.06999921798706,287.6666629910469,-6.041170285703782,-35.281332783794205,Sao Jose De Mipibu,10116,25.569584,23.703333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ef6_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,989.9799995422363,22.53333318978548,-6.310664870939639,-35.730490425853965,Sao Jose Do Campestre,10117,24.966389,22.905,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ef7_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,1077.9300060272217,88.3999993801117,-6.490327927763542,-36.85338453100337,Sao Jose Do Serido,10118,26.610832,24.96,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ef8_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,815.0666637420654,178.13333120197058,-6.220833342527686,-38.470352042418504,Sao Miguel,10119,24.18361,22.558332,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ef9_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,928.25998878479,40.966666363179684,-5.187770765790236,-35.730490425853965,Sao Miguel De Touros,10120,25.810555,24.023333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001efa_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,844.6600074768066,34.33333282917738,-5.95133875729183,-35.77540619005994,Sao Paulo Do Potengi,10121,25.288471,23.343334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001efb_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,721.303334236145,68.30000086128712,-5.906422993085854,-35.640658897442016,Sao Pedro,10122,25.569445,23.65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001efc_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,1066.0233354568481,118.50000131875277,-5.816591464673902,-36.898300295209346,Sao Rafael,10123,27.299583,25.6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001efd_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,1008.4766864776611,28.90000021457672,-5.996254521497805,-36.13473230370775,Sao Tome,10124,25.014305,23.103333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001efe_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,1089.3500061035156,69.33333394676447,-6.220833342527686,-36.673721474179466,Sao Vicente,10125,25.966389,24.428333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001eff_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,832.1233253479004,31.96666707843542,-6.041170285703782,-35.68557466164799,Senador Eloi De Souza,10126,25.240973,23.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f00_0,Rio Grande Do Norte,684,TR-MOp,MO,4,p,TR,7,485.9233204126358,304.3666680455208,-6.17591757832171,-35.146585491176275,Senador Georgino Avelino,10127,25.76361,23.825,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f01_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,749.6299991607666,32.39999996125698,-6.445412163557567,-35.730490425853965,Serra De Sao Bento,10128,23.149445,21.008333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f02_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,1004.5566730499268,95.53333426266909,-5.187770765790236,-37.03304758782727,Serra Do Mel,10129,26.494307,25.188334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f03_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,989.6966552734375,90.23333339765668,-6.580159456175495,-37.347457937269105,Serra Negra Do Norte,10130,26.817638,25.003334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f04_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,851.2133312225342,28.933332845568657,-6.265749106733662,-35.59574313323604,Serrinha,10131,25.237638,23.081667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f05_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,733.5466613769531,134.9666650518775,-6.131001814115734,-37.97627863615277,Serrinha Dos Pintos,10132,24.847221,23.303333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f06_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,967.4266538619995,61.10000006854534,-5.7716757004679256,-37.97627863615277,Severiano Melo,10133,26.874722,25.438334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f07_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,924.0133304595947,26.36666664853692,-6.086086049909758,-35.91015348267787,Sitio Novo,10134,24.798334,22.838333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f08_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,954.1533203125,68.83333202451468,-5.95133875729183,-38.06611016456472,Taboleiro Grande,10135,27.09375,25.696667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f09_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,643.9100098609924,161.86666679382324,-5.592012643644021,-35.59574313323604,Taipu,10136,25.534306,23.743334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f0a_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,972.4699974060059,23.16666654497385,-6.220833342527686,-35.82032195426592,Tangara,10137,24.997778,22.976667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f0b_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,852.6433372497559,99.86666571348906,-6.445412163557567,-38.155941692976675,Tenente Ananias,10138,25.761528,24.145,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f0c_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,888.2466678619385,108.13333102315664,-6.131001814115734,-36.71863723838544,Tenente Laurentino Cruz,10139,22.911388,21.3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f0d_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,1044.0600128173828,130.1333349533379,-4.873360416348404,-37.30254217306313,Tibau,10140,27.224306,26.333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f0e_0,Rio Grande Do Norte,684,TR-MOp,MO,4,p,TR,7,493.8266760110855,318.5666738152504,-6.220833342527686,-35.1016697269703,Tibau Do Sul,10141,25.76375,23.783333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f0f_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,1013.2900066375732,84.76666647195816,-6.490327927763542,-37.257626408857156,Timbauba Dos Batistas,10142,26.876806,25.085,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f10_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,775.7900018692017,76.56666656583548,-5.277602294202189,-35.59574313323604,Touros,10143,25.549166,23.8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f11_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,979.829984664917,125.3666659630835,-5.906422993085854,-37.1677948804452,Triunfo Potiguar,10144,27.134722,25.465,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f12_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,903.423342704773,78.50000052154064,-5.996254521497805,-37.84153134353484,Umarizal,10145,26.585695,25.113333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f13_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,1006.2133321762085,115.53333085775375,-5.592012643644021,-37.30254217306313,Upanema,10146,27.505417,26.006666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f14_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,634.3000016212463,108.79999941587448,-6.310664870939639,-35.371164312206155,Varzea,10147,25.64625,23.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f15_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,846.2733354568481,165.96666577458382,-6.310664870939639,-38.515267806624486,Venha-ver,10148,24.412777,22.761667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f16_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,628.8433322906494,102.29999987781048,-6.041170285703782,-35.46099584061811,Vera Cruz,10149,25.276945,23.32,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f17_0,Rio Grande Do Norte,684,TR-SEp,SE,3,p,TR,7,800.799991607666,105.13333527743816,-5.996254521497805,-37.97627863615277,Vicosa,10150,25.45,24.048334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f18_0,Rio Grande Do Norte,684,TR-MOp,MO,4,p,TR,7,477.22666919231415,328.29999709129333,-6.310664870939639,-35.1016697269703,Vila Flor,10151,25.729445,23.678333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f19_0,Sao Paulo,689,ST-MOi,MO,4,i,ST,6,163.99333615601063,678.3333361148834,-22.66000304191493,-44.444148681813324,Arapei,11014,20.680416,17.211666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f1a_0,Sao Paulo,689,ST-MOi,MO,4,i,ST,6,156.006667079404,666.4666664600372,-22.66000304191493,-44.71364326704918,Areias,11019,19.416805,15.5633335,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f1b_0,Sao Paulo,689,ST-UMi,UM,6,i,ST,6,138.57666575163603,706.93332695961,-22.749834570326882,-44.354317153401375,Bananal,11034,19.956112,16.493334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f1c_0,Sao Paulo,689,ST-MOi,MO,4,i,ST,6,187.02666513621807,568.333328127861,-22.704918806120904,-44.98313785228504,Cachoeira Paulista,11076,21.320972,17.815,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f1d_0,Sao Paulo,689,ST-MOi,MO,4,i,ST,6,184.74333161115646,568.9999982118607,-22.704918806120904,-45.028053616491015,Canas,11092,21.650555,18.203333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f1e_0,Sao Paulo,689,ST-MOi,MO,4,i,ST,6,175.63333079218864,642.366666674614,-22.570171513502977,-45.028053616491015,Cruzeiro,11128,21.227777,17.543333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f1f_0,Sao Paulo,689,ST-MOi,MO,4,i,ST,6,152.3499999642372,700.1333338022232,-23.064244919768715,-44.93822208807906,Cunha,11130,18.064722,14.358334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f20_0,Sao Paulo,689,ST-MOi,MO,4,i,ST,6,173.60333433374763,638.199992775917,-22.525255749297,-44.893306323873084,Lavrinhas,11281,20.575695,16.685,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f21_0,Sao Paulo,689,ST-MOi,MO,4,i,ST,6,194.07000279752538,591.8666778802872,-22.794750334532857,-45.07296938069699,Lorena,11287,20.777779,17.44,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f22_0,Sao Paulo,689,ST-MOi,MO,4,i,ST,6,164.44999556988478,640.0999960303307,-22.525255749297,-44.803474795461135,Queluz,11451,20.430277,16.523333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f23_0,Sao Paulo,689,TE-UMi,UM,6,i,TE,4,99.25999903678894,980.4333258867264,-22.749834570326882,-44.578895974431255,Sao Jose Do Barreiro,11535,15.276527,11.473333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f24_0,Sao Paulo,689,ST-MOi,MO,4,i,ST,6,176.8333349591121,623.1333272457123,-22.749834570326882,-44.84839055966711,Silveiras,11560,19.885834,16.205,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f25_0,Sao Paulo,689,TR-UMi,UM,6,i,TR,7,40.2733336687088,1734.1000137329102,-23.378655269210547,-45.028053616491015,Ubatuba,11602,22.172777,18.785,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f26_0,Sergipe,690,TR-SEv,SE,3,v,TR,7,760.3699992895126,82.3000009059906,-10.173420592653581,-36.94321605941532,Amparo De Sao Francisco,11624,25.192638,22.243334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f27_0,Sergipe,690,TR-SEv,SE,3,v,TR,7,715.406668305397,122.16666334867477,-10.263252121065532,-37.07796335203325,Aquidaba,11625,24.457083,21.578333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f28_0,Sergipe,690,TR-MOv,MO,4,v,TR,7,459.4400040539913,325.99999940395355,-10.98190434836115,-37.07796335203325,Aracaju,11626,25.994862,24.173334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f29_0,Sergipe,690,TR-MOv,MO,4,v,TR,7,461.71999767422676,251.80000185966492,-11.251398933597006,-37.572036758298985,Araua,11627,24.838749,22.523333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f2a_0,Sergipe,690,TR-MOv,MO,4,v,TR,7,491.7233344614506,397.66665959358215,-10.75732552733127,-37.347457937269105,Areia Branca,11628,23.74875,21.411667,"{""type"":""MultiPoint"",""coordinates"":[]}"
